x,y,z,edm_best,type,geo_takis,spit,length,width,thickness,unit,edm_id,date,class
933.113646398,594.1628889891,350.8143940793,SFC,MF,UB3c,3,NA,NA,NA,933/594,19,2015-04-30,Fauna
933.9354268189,594.7788688218,350.7168949467,SFB,KN,UB4a,4,NA,NA,NA,933/594,43,2015-05-08,Fauna
933.08,594.887,350.722,KN,KN,UB4b,1,44,19,14,933/594,47,2015-05-11,Fauna
933.5770595053,594.4256125722,350.6432758518,SFD,MF,UB4b,1,NA,NA,NA,933/594,52,2015-05-11,Fauna
933.362,594.131,350.562,KN,KN,UB4b,3,45,25,10,933/594,60,2015-05-13,Fauna
933.1000565236,594.6249849109,350.6194234957,SFA,MF,UB4b,3,NA,NA,NA,933/594,61,2015-05-13,Fauna
933.1793889589,594.6166267232,350.5845954876,SFA,KN,UB4b,3,NA,NA,NA,933/594,61,2015-05-13,Fauna
933.224,594.305,350.552,KN,KN,UB4c,1,31,25,15,933/594,68,2015-05-14,Fauna
933.4605355757,594.7776180342,350.4999552498,SFA,KN,UB4c,2,NA,NA,NA,933/594,72,2015-05-14,Fauna
933.71,594.754,350.525,KN,KN,UB4c,2,NA,NA,NA,933/594,77,2015-05-15,Fauna
933.361,594.886,350.491,KN,KN,UB4c,3,26,10,4,933/594,80,2015-05-15,Fauna
933.717,594.268,350.465,KN,KN,UB4c,3,32,15,3,933/594,85,2015-05-18,Fauna
934.0166008222,594.4665772973,350.497532547,SFD,ZN,UB4c,3,NA,NA,NA,933/594,86,2015-05-18,Fauna
933.7121757818,594.8167377378,350.4379150114,SFA,MF,UB4c,4,NA,NA,NA,933/594,90,2015-05-18,Fauna
933.255,594.956,350.427,KN,KN,UB4c,4,37,15,12,933/594,93,2015-05-19,Fauna
933.601,594.082,350.428,KN,KN,UB4c,4,28,15,8,933/594,97,2015-05-19,Fauna
933.946,594.834,350.391,KN,KN,UB4c,5,32,12,8,933/594,105,2015-05-20,Fauna
933.571,594.121,350.349,ZN,ZN,UB4c,5,48,30,2,933/594,106,2015-05-20,Fauna
933.592529689,594.1452740159,350.3551896556,SFD,KN,UB4c,5,NA,NA,NA,933/594,108,2015-05-20,Fauna
933.617,594.861,350.357,KN,KN,UB4c,5,18,12,2,933/594,109,2015-05-20,Fauna
933.358,594.05,350.353,KN,KN,UB4c,5,34,16,16,933/594,116,2015-05-21,Fauna
933.291,594.914,350.381,KN,KN,UB4c,5,24,8,5,933/594,118,2015-05-21,Fauna
933.507,594.526,350.349,KN,KN,UB4c,5,24,16,4,933/594,119,2015-05-21,Fauna
933.135,594.255,350.319,KN,KN,UB4c,6,160,54,26,933/594,128,2015-05-22,Fauna
933.2015904727,594.6686140654,350.3609624841,SFA,KN,UB4c,6,NA,NA,NA,933/594,130,2015-05-22,Fauna
933.891,595.011,350.895,KN,KN,UB4a,1,40,30,3,933/595,3,2015-05-22,Fauna
933.3046571066,595.7615070752,350.8751657544,SFA,KN,UB4a,1,NA,NA,NA,933/595,5,2015-05-22,Fauna
933.063,595.631,350.826,KN,KN,UB4a,2,70,20,17,933/595,10,2015-05-25,Fauna
933.414,595.131,350.699,KN,KN,UB4a,4,20,15,5,933/595,22,2015-05-27,Fauna
933.23,595.562,350.652,MF,MF,UB4b,1,18,6,4,933/595,28,2015-05-27,Fauna
933.3237107955,595.8472274211,350.6504444547,SFA,KN,UB4b,1,NA,NA,NA,933/595,29,2015-05-28,Fauna
933.563,595.826,350.557,KN,KN,UB4b,2,40,4,1,933/595,33,2015-05-28,Fauna
933.9937430211,595.6675684767,350.5780982859,SFB,KN,UB4b,2,NA,NA,NA,933/595,34,2015-05-28,Fauna
933.296,595.281,350.542,KN,KN,UB4b,2,15,10,6,933/595,38,2015-05-28,Fauna
933.265945722,595.4406611862,350.5728850951,SFC,KN,UB4b,2,NA,NA,NA,933/595,39,2015-05-29,Fauna
933.6,595.897,350.514,KN,KN,UB4c,1,28,9,3,933/595,44,2015-05-29,Fauna
933.5000221387,595.3875017907,350.5190746231,SFC,KN,UB4c,1,NA,NA,NA,933/595,54,2015-05-30,Fauna
933.364,595.546,350.53,KN,KN,UB4c,1,40,20,5,933/595,55,2015-05-30,Fauna
933.319,595.949,350.545,KN,KN,UB4c,1,26,15,6,933/595,56,2015-05-30,Fauna
933.205,595.972,350.545,KN,KN,UB4c,1,55,19,14,933/595,57,2015-05-30,Fauna
932.9975109063,595.7678753828,350.5204239651,SF,MF,UB4c,1,NA,NA,NA,933/595,58,2015-06-01,Fauna
933.531,595.437,350.399,KN,KN,UB4c,2,49,22,13,933/595,60,2015-06-01,Fauna
933.9257661222,595.4359575643,350.4411386223,SFD,KN,UB4c,2,NA,NA,NA,933/595,61,2015-06-01,Fauna
933.348,595.375,350.421,KN,KN,UB4c,2,54,25,5,933/595,62,2015-06-01,Fauna
933.141,595.184,350.415,KN,KN,UB4c,2,35,33,20,933/595,63,2015-06-01,Fauna
933.2758544878,595.0170157251,350.4315486385,SFC,KN,UB4c,2,NA,NA,NA,933/595,64,2015-06-01,Fauna
933.924,595.479,350.412,KN,KN,UB4c,2,55,18,8,933/595,65,2015-06-01,Fauna
933.9651351651,595.8432321305,350.4312822762,SFB,KN,UB4c,2,NA,NA,NA,933/595,66,2015-06-02,Fauna
933.375,595.883,350.465,KN,KN,UB4c,2,20,15,5,933/595,67,2015-06-02,Fauna
933.117,595.822,350.416,KN,KN,UB4c,2,28,5,4,933/595,68,2015-06-02,Fauna
933.0903440308,596.0134184694,350.4046840259,SFA,KN,UB4c,2,NA,NA,NA,933/595,69,2015-06-02,Fauna
933.109491605,595.7985942235,350.4228711274,SFA,KN,UB4c,2,NA,NA,NA,933/595,69,2015-06-02,Fauna
933.345,595.074,350.383,KN,KN,UB4c,3,261,60,33,933/595,71,2015-06-02,Fauna
933.946,595.631,350.315,KN,KN,UB4c,3,30,10,5,933/595,72,2015-06-02,Fauna
933.946,595.622,350.307,KN,KN,UB4c,3,25,15,5,933/595,73,2015-06-02,Fauna
933.2172665793,595.092787984,350.3323482152,SFC,ZN,UB4c,3,NA,NA,NA,933/595,74,2015-06-02,Fauna
933.2727888201,595.3728731948,350.3506480582,SFC,KN,UB4c,3,NA,NA,NA,933/595,74,2015-06-02,Fauna
933.7023002717,595.5251306497,350.2795170717,SFB,KN,UB4c,3,NA,NA,NA,933/595,78,2015-06-03,Fauna
933.8899603823,595.5976134116,350.3279031667,SFD,KN,UB4c,3,NA,NA,NA,933/595,79,2015-06-03,Fauna
933.7573624615,595.4436945114,350.3181143917,SFD,KN,UB4c,3,NA,NA,NA,933/595,79,2015-06-03,Fauna
933.9506339881,595.2528023727,350.2927859447,SFD,KN,UB4c,3,NA,NA,NA,933/595,79,2015-06-03,Fauna
933.586,595.339,350.294,KN,KN,UB5a,1,25,15,5,933/595,82,2015-06-03,Fauna
933.753,595.52,350.281,KN,KN,UB5a,1,30,18,12,933/595,83,2015-06-03,Fauna
933.391,595.709,350.334,KN,KN,UB5a,1,40,23,20,933/595,84,2015-06-03,Fauna
933.576,595.042,350.302,KN,KN,UB5b/c,NA,85,75,15,933/595,85,2015-06-03,Fauna
933.964,595.625,350.277,KN,KN,UB5a,1,45,30,3,933/595,87,2015-06-03,Fauna
933.7391023942,596.3907344349,350.6366169732,SFD,ZN,UB4c,3,NA,NA,NA,933/596,19,2016-03-31,Fauna
933.4608116476,596.1366475584,350.6474702587,SFC,KN,UB4c,3,NA,NA,NA,933/596,20,2016-03-31,Fauna
933.848,596.285,350.585,KN,KN,UB4c,4,130,25,10,933/596,25,2016-04-02,Fauna
933.71,596.365,350.577,KN,KN,UB4c,4,24,18,6,933/596,26,2016-04-02,Fauna
933.864,596.716,350.533,KN,KN,UB4c,5,30,19,5,933/596,34,2016-04-06,Fauna
933.783,596.961,350.504,KN,KN,UB4c,5,26,19,5,933/596,36,2016-04-06,Fauna
933.379768449,596.3005940252,350.4990851418,SFC,KN,UB4c,5,NA,NA,NA,933/596,41,2016-04-07,Fauna
933.5407343938,596.4372099333,350.5030032985,SFD,KN,UB4c,5,NA,NA,NA,933/596,42,2016-04-07,Fauna
933.5778118917,596.4262321816,350.5211929628,SFD,KN,UB4c,5,NA,NA,NA,933/596,42,2016-04-07,Fauna
933.03,596.107,350.423,KN,KN,UB4c,7,35,25,NA,933/596,54,2016-04-09,Fauna
933.07,596.474,350.378,KN,KN,UB4c,7,35,26,9,933/596,55,2016-04-11,Fauna
933.067,596.626,350.257,KN,KN,UB5b/c,1,282,35,19,933/596,82,2016-04-15,Fauna
933.623,597.948,350.603,KN,KN,UB4c,3,21,16,5,933/597,18,2016-04-02,Fauna
933.587,597.306,350.535,KN,KN,UB4c,5,100,13,NA,933/597,30,2016-04-06,Fauna
933.165,597.523,350.436,KN,KN,UB4c,6,21,20,2,933/597,35,2016-04-09,Fauna
933.395,597.608,350.449,MF,MF,UB4c,6,NA,NA,NA,933/597,36,2016-04-09,Fauna
933.352,597.658,350.419,KN,KN,UB4c,6,42,7,6,933/597,37,2016-04-09,Fauna
933.4856054154,597.6354151342,350.4333370597,SFA,KN,UB4c,6,NA,NA,NA,933/597,38,2016-04-09,Fauna
933.1722266838,597.4026996768,350.4369162321,SFC,KN,UB4c,6,NA,NA,NA,933/597,39,2016-04-11,Fauna
933.868,597.056,350.405,KN,KN,UB4c,7,17,13,2,933/597,44,2016-04-12,Fauna
933.559,597.611,350.375,KN,KN,UB4c,7,43,3,NA,933/597,45,2016-04-12,Fauna
933.3383693819,597.0607204658,350.3919733653,SFC,KN,UB4c,7,NA,NA,NA,933/597,47,2016-04-12,Fauna
933.5276142147,597.437472368,350.415313845,SFD,KN,UB4c,7,NA,NA,NA,933/597,48,2016-04-12,Fauna
933.4648667639,597.7450852296,350.3493149918,SFA,KN,UB4c,8,NA,NA,NA,933/597,50,2016-04-12,Fauna
933.9,597.988,350.307,KN,KN,UB5a,2,100,15,4,933/597,59,2016-04-14,Fauna
933.31,598.087,350.667,KN,KN,UB4c,1,13,9,6,933/598,16,2016-03-30,Fauna
933.604,598.466,350.43,KN,KN,UB4c,5,35,25,20,933/598,48,2016-04-07,Fauna
933.935,598.684,350.387,KN,KN,UB4c,6,75,35,6,933/598,55,2016-04-08,Fauna
933.534,598.475,350.368,KN,KN,UB5a,1,NA,NA,NA,933/598,56,2016-04-08,Fauna
933.205,598.263,350.336,KN,KN,UB4c,7,45,15,5,933/598,62,2016-04-11,Fauna
933.197,598.084,350.329,KN,KN,UB4c,7,35,6,NA,933/598,63,2016-04-11,Fauna
933.934,599.58,350.657,KN,KN,UB4c,2,25,10,3,933/599,13,2015-05-19,Fauna
933.934,599.082,350.594,KN,KN,UB4c,3,20,10,2,933/599,17,2015-05-20,Fauna
933.04,599.424,350.529,KN,KN,UB4c,4,23,2,1,933/599,25,2015-05-21,Fauna
933.889,599.846,350.508,KN,KN,UB4c,4,21,15,6,933/599,26,2015-05-21,Fauna
933.1736416689,599.3329054135,350.5203331156,SFC,KN,UB4c,4,NA,NA,NA,933/599,30,2015-05-21,Fauna
933.663,599.825,350.491,KN,KN,UB4c,5,30,15,1,933/599,32,2015-05-22,Fauna
933.6112959693,599.5412156353,350.4389395534,SFB,KN,UB4c,6,NA,NA,NA,933/599,39,2015-05-22,Fauna
933.58,599.054,350.448,KN,KN,UB4c,6,33,2,2,933/599,41,2015-05-22,Fauna
933.413,599.127,350.408,KN,KN,UB4c,6,25,20,5,933/599,42,2015-05-22,Fauna
933.301,599.906,350.376,KN,KN,UB4c,7,25,15,5,933/599,46,2015-05-25,Fauna
933.51,599.198,350.373,KN,KN,UB4c,7,NA,NA,NA,933/599,48,2015-05-25,Fauna
933.5416556562,599.9217155225,350.3871714118,SFA,ZN,UB4c,7,NA,NA,NA,933/599,50,2015-05-25,Fauna
933.1642796995,599.8223955825,350.3257642016,SFA,KN,UB4c,8,NA,NA,NA,933/599,55,2015-05-26,Fauna
933.8305472301,599.9707080866,350.3011544892,SFB,KN,UB4c,8,NA,NA,NA,933/599,56,2015-05-26,Fauna
933.9603777111,599.5619113337,350.2633937147,SF,KN,UB4c,9,NA,NA,NA,933/599,66,2015-05-28,Fauna
933.8617771607,599.6317364344,350.2784048274,SF,KN,UB4c,9,NA,NA,NA,933/599,66,2015-05-28,Fauna
933.8483397827,599.5134641697,350.2224383957,SF,KN,UB4c,10,NA,NA,NA,933/599,73,2015-05-29,Fauna
933.169,600.901,350.531,KN,KN,UB4c,4,NA,NA,NA,933/600,21,2015-05-04,Fauna
933.589,600.637,350.483,ZN,ZN,UB4c,4,NA,NA,NA,933/600,25,2015-05-04,Fauna
933.862,600.174,350.444,KN,KN,UB4c,5,NA,NA,NA,933/600,32,2015-05-06,Fauna
933.499,600.44,350.407,KN,KN,UB4c,6,NA,NA,NA,933/600,42,2015-05-07,Fauna
933.945,600.374,350.387,KN,KN,UB4c,7,NA,NA,NA,933/600,50,2015-05-08,Fauna
933.5963499164,600.4105919449,350.4153250595,SFD,ZN,UB4c,7,NA,NA,NA,933/600,51,2015-05-08,Fauna
933.504,600.947,350.348,KN,KN,UB4c,7,22,18,8,933/600,53,2015-05-11,Fauna
933.892,600.294,350.342,KN,KN,UB4c,8,26,12,6,933/600,61,2015-05-12,Fauna
933.811,600.287,350.261,KN,KN,UB4c,10,63,45,2,933/600,85,2015-05-15,Fauna
933.7044760547,600.3775888871,350.167421739,SFD,KN,UB4c,10,NA,NA,NA,933/600,87,2015-05-15,Fauna
933.837,600.985,350.154,KN,KN,UB4c,11,72,29,24,933/600,113,2015-05-27,Fauna
933.004,600.115,350.364,MF,MF,UB4c,8,17,9,4,933/600,116,2015-05-29,Fauna
933.63,601.026,350.622,KN,KN,UB4c,1,NA,NA,NA,933/601,5,2015-05-07,Fauna
933.743,601.083,350.623,KN,KN,UB4c,1,NA,NA,NA,933/601,6,2015-05-07,Fauna
933.99,601.996,350.469,KN,KN,UB4c,4,22,9,3,933/601,21,2015-05-12,Fauna
933.369,601.936,350.349,KN,KN,UB4c,7,70,30,10,933/601,34,2015-05-14,Fauna
933.799,601.068,350.579,KN,KN,UB4c,2,40,3,3,933/601,50,2015-05-21,Fauna
933.925,601.095,350.565,KN,KN,UB4c,2,53,11,13,933/601,51,2015-05-21,Fauna
933.9777101781,601.1643450307,350.6202679445,SFD,KN,UB4c,2,NA,NA,NA,933/601,52,2015-05-21,Fauna
933.988,601.139,350.56,KN,KN,UB4c,3,NA,NA,NA,933/601,55,2015-05-21,Fauna
933.623,601.126,350.555,KN,KN,UB4c,3,58,NA,2,933/601,57,2015-05-21,Fauna
933.754839409,601.3886351083,350.478196982,SFD,KN,UB4c,5,NA,NA,NA,933/601,65,2015-05-22,Fauna
933.1787150314,601.2015565441,350.4405580088,SFC,KN,UB4c,6,NA,NA,NA,933/601,70,2015-05-25,Fauna
933.7911007981,601.2044639636,350.2650186187,SFD,KN,UB4c,9,NA,NA,NA,933/601,83,2015-05-26,Fauna
933.763,601.155,350.113,KN,KN,UB5b/c,NA,55,29,17,933/601,96,2015-05-28,Fauna
933.004,601.151,350.41,MF,MF,UB4c,6,NA,NA,NA,933/601,99,2015-05-28,Fauna
933.601,602.78,350.452,KN,KN,UB4c,4,NA,NA,NA,933/602,23,2015-05-04,Fauna
933.983,602.628,350.395,KN,KN,UB4c,5,NA,NA,NA,933/602,32,2015-05-06,Fauna
933.945,602.657,350.388,KN,KN,UB4c,5,NA,NA,NA,933/602,33,2015-05-06,Fauna
933.8205178256,601.9743650708,350.3780951634,SFD,KN,UB4c,6,NA,NA,NA,933/602,43,2015-05-08,Fauna
933.931,602.722,350.337,KN,KN,UB5a,1,NA,NA,NA,933/602,47,2015-05-13,Fauna
933.922,602.744,350.305,KN,KN,UB5a,2,70,6,6,933/602,59,2015-05-15,Fauna
933.543,602.055,350.304,KN,KN,UB5a,2,140,120,90,933/602,64,2015-05-15,Fauna
933.411,602.098,350.398,KN,KN,UB5a,1,NA,NA,NA,933/602,65,2015-05-15,Fauna
933.5146051501,603.2290456904,350.5566239059,SF,KN,UB4c,1,NA,NA,NA,933/603,2,2013-11-07,Fauna
933.3533253263,603.7387884043,350.5136497033,SF,KN,UB4c,2,NA,NA,NA,933/603,4,2013-11-12,Fauna
933.889,603.032,350.342,KN,KN,UB4c,4,65,NA,NA,933/603,13,2013-11-15,Fauna
933.211,604.572,350.496,KN,KN,UB4c,2,NA,NA,NA,933/604,12,2014-10-14,Fauna
933.1989282165,604.8195646462,350.510878805,SFA,KN,UB4c,2,NA,NA,NA,933/604,14,2014-10-15,Fauna
933.454,604.709,350.329,KN,KN,UB4c,6,NA,NA,NA,933/604,41,2014-10-20,Fauna
933.405,604.571,350.316,KN,KN,UB4c,6,NA,NA,NA,933/604,46,2014-10-20,Fauna
933.784,604.042,350.3,KN,KN,UB4c,7,NA,NA,NA,933/604,49,2014-10-20,Fauna
933.789,604.431,350.294,KN,KN,UB4c,7,NA,NA,NA,933/604,50,2014-10-20,Fauna
933.954,604.433,350.315,KN,KN,UB4c,7,NA,NA,NA,933/604,52,2014-10-21,Fauna
934.0059424736,604.4237600984,350.3023573995,SFB,KN,UB4c,7,NA,NA,NA,933/604,54,2014-10-21,Fauna
933.709,604.499,350.219,KN,KN,UB4c,8,NA,NA,NA,933/604,63,2014-10-22,Fauna
933.322,604.49,350.279,KN,KN,UB4c,8,NA,NA,NA,933/604,66,2014-10-22,Fauna
933.027,610.741,351.384,KN,KN,,NA,NA,NA,NA,933/610,1,2015-04-29,Fauna
934.7284004577,594.157913744,350.9466605528,SFD,KN,UB4a,1,NA,NA,NA,934/594,4,2014-10-14,Fauna
934.71,594.44,350.8,MF,MF,UB4a,4,NA,NA,NA,934/594,26,2014-10-16,Fauna
934.7482878666,594.2308764657,350.57434546,SFD,ZN,UB4c,2,NA,NA,NA,934/594,55,2014-10-21,Fauna
934.0022142219,594.1821323257,350.5249137852,SFC,KN,UB4c,3,NA,NA,NA,934/594,63,2014-10-22,Fauna
934.697,594.894,350.437,KN,KN,UB4c,4,NA,NA,NA,934/594,68,2014-10-22,Fauna
934.0633182508,594.0193859406,350.4549148864,SFC,KN,UB4c,4,NA,NA,NA,934/594,70,2014-10-22,Fauna
934.2142652053,594.1635697348,350.4446857321,SFC,MF,UB4c,4,NA,NA,NA,934/594,70,2014-10-22,Fauna
934.208,594.456,350.414,KN,KN,UB4c,4,NA,NA,NA,934/594,71,2014-10-22,Fauna
934.8956875218,594.5714648221,350.3603689931,SFB,ZN,UB4c,5,NA,NA,NA,934/594,76,2014-10-27,Fauna
934.913544523,594.507864035,350.40187251,SFB,KN,UB4c,5,NA,NA,NA,934/594,76,2014-10-27,Fauna
934.8196858859,594.5979680449,350.3848389887,SFB,ZN,UB4c,5,NA,NA,NA,934/594,76,2014-10-27,Fauna
934.0098326534,594.1196855528,350.3746654062,SFC,KN,UB4c,5,NA,NA,NA,934/594,77,2014-10-27,Fauna
934.483,594.249,350.292,KN,KN,UB5a,2,NA,NA,NA,934/594,89,2014-11-04,Fauna
934.609,594.42,350.219,MF,MF,UB4c,7,NA,NA,NA,934/594,93,2014-11-05,Fauna
934.71,594.211,350.143,KN,KN,UB5a,3,NA,NA,NA,934/594,96,2014-11-05,Fauna
934.857,594.19,350.148,KN,KN,UB5a,3,NA,NA,NA,934/594,97,2014-11-05,Fauna
934.768,594.95,350.457,KN,KN,UB5a,3,90,24,8,934/594,103,2015-05-12,Fauna
934.024,594.16,350.396,KN,KN,UB5a,5,62,19,9,934/594,104,2015-05-20,Fauna
934.4853881012,595.0024560018,350.7287619715,SFD,KN,UB4a,3,NA,NA,NA,934/595,22,2015-05-04,Fauna
934.6235038395,595.7032910107,350.6540841145,SFB,ZN,UB4a,4,NA,NA,NA,934/595,25,2015-05-05,Fauna
934.445,595.834,350.585,KN,KN,UB4b,1,NA,NA,NA,934/595,29,2015-05-05,Fauna
934.2682460331,595.1045649883,350.5521111604,SFC,KN,UB4c,1,NA,NA,NA,934/595,42,2015-05-07,Fauna
934.6045659022,594.9639071995,350.5640558289,SFD,MF,UB4c,1,NA,NA,NA,934/595,43,2015-05-07,Fauna
934.6098489122,595.183961855,350.5337480888,SFD,KN,UB4c,1,NA,NA,NA,934/595,43,2015-05-07,Fauna
934.411,595.508,350.479,KN,KN,UB4c,2,NA,NA,NA,934/595,46,2015-05-08,Fauna
934.2648623925,595.7297712746,350.5044060864,SFA,KN,UB4c,2,NA,NA,NA,934/595,48,2015-05-08,Fauna
934.3023449865,595.1516735188,350.49181966,SFC,KN,UB4c,2,NA,NA,NA,934/595,51,2015-05-11,Fauna
934.2696159549,595.2779774744,350.4795673455,SFC,ZN,UB4c,2,NA,NA,NA,934/595,51,2015-05-11,Fauna
934.5681078391,595.0647184571,350.5046526882,SFD,KN,UB4c,2,NA,NA,NA,934/595,52,2015-05-11,Fauna
934.862,595.368,350.457,KN,KN,UB5a,1,60,50,NA,934/595,55,2015-05-12,Fauna
934.698,595.485,350.424,KN,KN,UB4c,3,26,25,10,934/595,59,2015-05-12,Fauna
934.42,595.368,350.458,ZN,ZN,UB4c,3,60,30,10,934/595,60,2015-05-12,Fauna
934.053,595.791,350.421,KN,KN,UB4c,3,19,15,10,934/595,62,2015-05-13,Fauna
934.751,595.141,350.419,KN,KN,UB4c,4,46,26,5,934/595,72,2015-05-13,Fauna
934.666,595.154,350.395,KN,KN,UB4c,4,40,20,4,934/595,73,2015-05-14,Fauna
934.594,595.549,350.344,KN,KN,UB4c,4,19,16,15,934/595,74,2015-05-14,Fauna
934.892,595.954,350.359,KN,KN,UB4c,4,50,32,9,934/595,75,2015-05-14,Fauna
934.8853272771,595.6000976072,350.334666038,SFB,MF,UB4c,4,NA,NA,NA,934/595,77,2015-05-14,Fauna
934.3024771145,595.1524180568,350.3848856715,SFC,KN,UB4c,4,NA,NA,NA,934/595,78,2015-05-14,Fauna
934.864313568,595.34285517,350.373410037,SFD,KN,UB4c,4,NA,NA,NA,934/595,79,2015-05-14,Fauna
934.4516326602,595.5415470825,350.322072835,SFD,KN,UB4c,5,NA,NA,NA,934/595,89,2015-05-18,Fauna
934.9,595.134,350.278,ZN,ZN,UB4c,5,14,6,5,934/595,90,2015-05-18,Fauna
934.4950251526,595.5290029626,350.2764268089,SFA,KN,UB4c,5,NA,NA,NA,934/595,97,2015-05-19,Fauna
934.522,595.01,350.263,KN,KN,UB4c,6,40,11,4,934/595,103,2015-05-19,Fauna
934.446,596.629,350.59,KN,KN,UB4c,4,33,31,5,934/596,15,2016-03-31,Fauna
934.402,596.384,350.464,KN,KN,UB4c,6,44,23,12,934/596,23,2016-04-06,Fauna
934.1896466027,596.3390707898,350.507200392,SFC,KN,UB4c,6,NA,NA,NA,934/596,24,2016-04-06,Fauna
934.125,596.321,350.415,KN,KN,UB4c,7,34,5,4,934/596,26,2016-04-08,Fauna
934.347,596.732,350.455,KN,KN,UB4c,7,50,30,20,934/596,29,2016-04-08,Fauna
934.252,596.697,350.369,KN,KN,UB4c,8,40,13,11,934/596,32,2016-04-11,Fauna
934.488,596.556,350.466,KN,KN,UB4c,6,NA,NA,NA,934/596,41,2016-04-13,Fauna
934.39,596.457,350.188,KN,KN,UB5a,3,60,22,13,934/596,49,2016-04-14,Fauna
934.028,597.288,350.637,KN,KN,UB4c,2,60,24,22,934/597,11,2016-04-01,Fauna
934.118,598.955,350.647,KN,KN,UB4c,1,33,19,1,934/598,7,2016-03-29,Fauna
934.2058692718,599.5580180675,350.6148437564,SFA,KN,UB4c,2,NA,NA,NA,934/599,8,2015-04-30,Fauna
934.768,599.707,350.432,KN,KN,UB4c,6,NA,NA,NA,934/599,37,2015-05-06,Fauna
934.653,599.435,350.389,KN,KN,UB4c,7,NA,NA,NA,934/599,44,2015-05-07,Fauna
934.632,599.173,350.389,ZN,ZN,UB4c,7,NA,NA,NA,934/599,46,2015-05-07,Fauna
934.413539856,599.4449065404,350.4270816825,SFD,KN,UB4c,7,NA,NA,NA,934/599,49,2015-05-07,Fauna
934.4416914283,599.3416617577,350.4144006054,SFD,KN,UB4c,7,NA,NA,NA,934/599,49,2015-05-07,Fauna
934.2520535108,599.0732582753,350.4063596052,SFD,KN,UB4c,7,NA,NA,NA,934/599,49,2015-05-07,Fauna
934.794,599.963,350.351,KN,KN,UB4c,8,NA,NA,NA,934/599,56,2015-05-08,Fauna
934.909,599.871,350.368,KN,KN,UB4c,8,NA,NA,NA,934/599,57,2015-05-08,Fauna
934.937,599.733,350.246,KN,KN,UB4c,10,36,23,3,934/599,77,2015-05-13,Fauna
933.9233021089,599.8525788521,350.1798011375,SFA,KN,UB4c,11,NA,NA,NA,934/599,90,2015-05-15,Fauna
934.09,599.69,350.172,KN,KN,UB4c,11,75,25,15,934/599,91,2015-05-15,Fauna
934.921,599.564,350.162,KN,KN,UB4c,11,21,20,7,934/599,93,2015-05-15,Fauna
934.1617026198,599.3183822839,350.2248690493,SFC,KN,UB4c,11,NA,NA,NA,934/599,95,2015-05-15,Fauna
934.92,599.835,350.14,KN,KN,UB4c,12,55,5,3,934/599,108,2015-05-19,Fauna
934.742,599.406,350.129,KN,KN,UB4c,12,75,20,25,934/599,111,2015-05-19,Fauna
934.161659804,600.5323891378,350.5463143933,SFA,MF,UB4c,2,NA,NA,NA,934/600,10,2014-10-31,Fauna
934.2876125263,600.3010855746,350.5674800369,SFC,MF,UB4c,2,NA,NA,NA,934/600,12,2014-10-31,Fauna
934.8480853146,600.0518251543,350.5216598554,SFD,MF,UB4c,2,NA,NA,NA,934/600,13,2014-10-31,Fauna
934.904,600.991,350.477,KN,KN,UB4c,3,NA,NA,NA,934/600,15,2014-10-31,Fauna
934.565,600.302,350.496,KN,KN,UB4c,3,NA,NA,NA,934/600,16,2014-10-31,Fauna
934.5495032173,600.6269152716,350.4687371981,SFB,KN,UB4c,3,NA,NA,NA,934/600,18,2014-10-31,Fauna
934.9531583236,600.6436043431,350.4889203052,SFB,KN,UB4c,3,NA,NA,NA,934/600,18,2014-10-31,Fauna
934.2827755085,600.4655840042,350.4806038527,SFC,KN,UB4c,3,NA,NA,NA,934/600,21,2014-11-01,Fauna
934.104,600.693,350.421,KN,KN,UB4c,4,NA,NA,NA,934/600,24,2014-11-01,Fauna
934.3998716909,600.7203580094,350.4121451788,SFA,ZN,UB4c,4,NA,NA,NA,934/600,26,2014-11-01,Fauna
934.185,600.77,350.388,KN,KN,UB4c,5,NA,NA,NA,934/600,31,2014-11-01,Fauna
934.1155070923,600.5819278477,350.341673268,SFA,ZN,UB4c,5,NA,NA,NA,934/600,34,2014-11-03,Fauna
934.0921436032,600.8944630645,350.3631543483,SFA,KN,UB4c,5,NA,NA,NA,934/600,34,2014-11-03,Fauna
934.203150613,600.5521592371,350.3492317521,SFA,KN,UB4c,5,NA,NA,NA,934/600,34,2014-11-03,Fauna
934.4101704108,600.4516517482,350.3337572543,SFC,KN,UB4c,5,NA,NA,NA,934/600,36,2014-11-03,Fauna
934.6276105873,599.9722083381,350.3524207296,SFD,KN,UB4c,5,NA,NA,NA,934/600,37,2014-11-03,Fauna
934.106,600.416,350.255,KN,KN,UB4c,6,NA,NA,NA,934/600,41,2014-11-03,Fauna
934.1647363883,600.6663375966,350.291871459,SFA,KN,UB4c,6,NA,NA,NA,934/600,42,2014-11-03,Fauna
934.338207805,600.3256150015,350.2547674387,SFC,KN,UB4c,6,NA,NA,NA,934/600,43,2014-11-03,Fauna
934.933,600.948,350.274,KN,KN,UB4c,6,NA,NA,NA,934/600,45,2014-11-04,Fauna
934.9917445008,600.9332516475,350.2970796659,SFB,MF,UB4c,6,NA,NA,NA,934/600,46,2014-11-04,Fauna
934.915,600.314,350.183,ZN,ZN,UB5a,1,NA,NA,NA,934/600,50,2014-11-05,Fauna
